pack_code,pack_name,type_code,type_name,faction_code,faction_name,position,exceptional,myriad,code,name,real_name,subname,text,real_text,quantity,skill_willpower,skill_intellect,skill_combat,skill_agility,health,health_per_investigator,sanity,deck_limit,real_slot,traits,real_traits,deck_requirements,deck_options,flavor,illustrator,is_unique,permanent,double_sided,back_text,back_flavor,octgn_id,url,imagesrc,backimagesrc,duplicated_by,alternated_by,cost,xp,slot,subtype_code,subtype_name,errata_date,skill_wild,restrictions,tags,victory,enemy_damage,enemy_fight,enemy_evade,hidden,exile,linked_to_code,linked_to_name,linked_card,enemy_horror,faction2_code,faction2_name,bonded_cards,bonded_to,bonded_count,shroud,clues,alternate_of_code,alternate_of_name,duplicate_of_code,duplicate_of_name,faction3_code,faction3_name,customization_text,customization_change,customization_options,links_to_card_by_id
tfa,The Forgotten Age,asset,Asset,neutral,Neutral,6,FALSE,FALSE,04006,Mitch Brown,Mitch Brown,Sole Survivor,"Leo Anderson deck only.
You have 2 additional ally slots, which can only be used to hold non-unique allies.","Leo Anderson deck only.
You have 2 additional ally slots, which can only be used to hold non-unique allies.",1,,,,,2,FALSE,2,1,Ally,Ally. Wayfarer.,Ally. Wayfarer.,,,"""You ain't going nowhere without me, Leo.
So you might as well tell me what's going on.""",Ilich Henriquez,TRUE,FALSE,FALSE,,,49f0c59a-54d4-4aa1-a395-e89f385ff771,https://arkhamdb.com/card/04006,/bundles/cards/04006.png,,,,3,,Ally,,,,2,{'investigator': {'04001': '04001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,04001
tfa,The Forgotten Age,treachery,Treachery,neutral,Neutral,7,FALSE,FALSE,04007,Bought in Blood,Bought in Blood,,"<b>Revelation</b> - You must either discard an [[Ally]] asset you control from play, or discard each [[Ally]] asset from your hand. If no assets are discarded by this effect, shuffle Bought in Blood back into your deck.","<b>Revelation</b> - You must either discard an [[Ally]] asset you control from play, or discard each [[Ally]] asset from your hand. If no assets are discarded by this effect, shuffle Bought in Blood back into your deck.",1,,,,,,FALSE,,1,,Flaw.,Flaw.,,,We paid a terrible price for the knowledge we sought. Was it worth it?,Owen William Weber,FALSE,FALSE,FALSE,,,b226fad1-ccc0-4cd4-a730-cb8d7d68380b,https://arkhamdb.com/card/04007,/bundles/cards/04007.png,,,,,,,weakness,Weakness,,,{'investigator': {'04001': '04001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,04001
tfa,The Forgotten Age,asset,Asset,neutral,Neutral,8,FALSE,FALSE,04008,Jake Williams,Jake Williams,Loyal Companion,"Ursula Downs deck only.
The first move or investigate action you perform each turn does not provoke attacks of opportunity.
[reaction] After you reveal a location or put a new location into play, exhaust Jake Williams: Draw 1 card.","Ursula Downs deck only.
The first move or investigate action you perform each turn does not provoke attacks of opportunity.
[reaction] After you reveal a location or put a new location into play, exhaust Jake Williams: Draw 1 card.",1,,1,,,3,FALSE,2,1,Ally,Ally. Wayfarer.,Ally. Wayfarer.,,,,Magali Villeneuve,TRUE,FALSE,FALSE,,,ed378f6f-2166-49ed-b380-446df6275e02,https://arkhamdb.com/card/04008,/bundles/cards/04008.png,,,,3,,Ally,,,,1,{'investigator': {'04002': '04002'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,04001
tfa,The Forgotten Age,treachery,Treachery,neutral,Neutral,9,FALSE,FALSE,04009,Call of the Unknown,Call of the Unknown,,"<b>Revelation</b> - Put Call of the Unknown into play in your threat area.
<b>Forced</b> - At the beginning of your turn: Choose a location other than your location. When your turn ends, if you did not successfully investigate the chosen location this turn, take 2 horror and shuffle Call of the Unknown back into your deck.","<b>Revelation</b> - Put Call of the Unknown into play in your threat area.
<b>Forced</b> - At the beginning of your turn: Choose a location other than your location. When your turn ends, if you did not successfully investigate the chosen location this turn, take 2 horror and shuffle Call of the Unknown back into your deck.",1,,,,,,FALSE,,1,,Task.,Task.,,,,Sebastian Rodriguez,FALSE,FALSE,FALSE,,,96b9b8ef-8875-43b9-80f5-3c6c8ce71aba,https://arkhamdb.com/card/04009,/bundles/cards/04009.png,,,,,,,weakness,Weakness,,,{'investigator': {'04002': '04002'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,04001
tfa,The Forgotten Age,event,Event,neutral,Neutral,10,FALSE,FALSE,04010,Smuggled Goods,Smuggled Goods,,"Finn Edwards deck only.
Play only if there are no ready enemies at your location.
Search either your discard pile or the top 9 cards of your deck for an [[Illicit]] card and draw it. If you searched your deck, shuffle Smuggled Goods into your deck.","Finn Edwards deck only.
Play only if there are no ready enemies at your location.
Search either your discard pile or the top 9 cards of your deck for an [[Illicit]] card and draw it. If you searched your deck, shuffle Smuggled Goods into your deck.",1,,,,,,FALSE,,1,,Supply. Illicit.,Supply. Illicit.,,,,JB Casacop,FALSE,FALSE,FALSE,,,09e7f429-9fa3-45be-887f-e4ac51f8ab22,https://arkhamdb.com/card/04010,/bundles/cards/04010.png,,,,0,,,,,,1,{'investigator': {'04003': '04003'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,04003
tfa,The Forgotten Age,asset,Asset,neutral,Neutral,11,FALSE,FALSE,04011,Finn's Trusty .38,Finn's Trusty .38,Never Leave Home Without It,"Finn Edwards deck only. Fast. Uses (3 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +2 [combat] for this attack. If the attacked enemy is not engaged with you, you deal +1 damage for this attack.","Finn Edwards deck only. Fast. Uses (3 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +2 [combat] for this attack. If the attacked enemy is not engaged with you, you deal +1 damage for this attack.",1,,,,1,,FALSE,,1,Hand,Item. Weapon. Firearm. Illicit.,Item. Weapon. Firearm. Illicit.,,,"It was an old gun - battered, scraped, and well used - but it had never let him down.",John Pacer,TRUE,FALSE,FALSE,,,9e9db6d9-f51b-4d7b-be5b-ec4f8a50f926,https://arkhamdb.com/card/04011,/bundles/cards/04011.png,,,,2,,Hand,,,,1,{'investigator': {'04003': '04003'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,04003
tfa,The Forgotten Age,treachery,Treachery,neutral,Neutral,12,FALSE,FALSE,04012,Caught Red-Handed,Caught Red-Handed,,"<b>Revelation</b> - Ready each enemy at your location or a connecting location. Each hunter enemy at a connecting location moves 1 location toward you. If no enemies move as a result of this effect, shuffle Caught Red-Handed back into your deck.","<b>Revelation</b> - Ready each enemy at your location or a connecting location. Each hunter enemy at a connecting location moves 1 location toward you. If no enemies move as a result of this effect, shuffle Caught Red-Handed back into your deck.",1,,,,,,FALSE,,1,,Blunder.,Blunder.,,,,Tiziano Baracchi,FALSE,FALSE,FALSE,,,22f2181b-f0b0-47cb-8a25-6cf909707ebe,https://arkhamdb.com/card/04012,/bundles/cards/04012.png,,,,,,,weakness,Weakness,,,{'investigator': {'04003': '04003'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,04003
tfa,The Forgotten Age,asset,Asset,neutral,Neutral,13,FALSE,FALSE,04013,The Codex of Ages,The Codex of Ages,finis omnium nunc est,"Father Mateo deck only. Seal ([elder_sign]).
You get +1 [willpower] while there is a token sealed here.
[reaction] When you would reveal a chaos token from the chaos bag, discard The Codex of Ages: Resolve the [elder_sign] token that was sealed here as if it were just revealed from the chaos bag <i>(instead of revealing a token from the chaos bag)</i>.","Father Mateo deck only. Seal ([elder_sign]).
You get +1 [willpower] while there is a token sealed here.
[reaction] When you would reveal a chaos token from the chaos bag, discard The Codex of Ages: Resolve the [elder_sign] token that was sealed here as if it were just revealed from the chaos bag <i>(instead of revealing a token from the chaos bag)</i>.",1,1,,,,,FALSE,,1,Hand,Item. Relic. Tome. Blessed.,Item. Relic. Tome. Blessed.,,,,Andreia Ugrai,TRUE,FALSE,FALSE,,,33ae0c43-8b3a-4d77-af32-3ed7cab88259,https://arkhamdb.com/card/04013,/bundles/cards/04013.png,,,,2,,Hand,,,,1,{'investigator': {'04004': '04004'}},se.,,,,,,,,,,,,,,,,,,,,,,,,,,,04004
tfa,The Forgotten Age,enemy,Enemy,neutral,Neutral,14,FALSE,FALSE,04014,Serpents of Yig,Serpents of Yig,,"<b>Prey</b> - Father Mateo only.
Hunter.
<b>Revelation</b> - Search the chaos bag for the [elder_sign] chaos token and seal it on Serpents of Yig.","<b>Prey</b> - Father Mateo only.
Hunter.
<b>Revelation</b> - Search the chaos bag for the [elder_sign] chaos token and seal it on Serpents of Yig.",1,,,,,3,FALSE,,1,,Humanoid. Monster. Serpent.,Humanoid. Monster. Serpent.,,,"""I know not what Yig is, but I know I have wounded his children."" - Father Mateo, <u>Investigators of Arkham Horror</u>",Matthew Cowdery,FALSE,FALSE,FALSE,,,148ca2da-f2ba-4be3-9a62-acbc2add44d2,https://arkhamdb.com/card/04014,/bundles/cards/04014.png,,,,,,,weakness,Weakness,,,{'investigator': {'04004': '04004'}},se.,,1,2,2,,,,,,1,,,,,,,,,,,,,,,,,04004
tfa,The Forgotten Age,asset,Asset,neutral,Neutral,15,FALSE,FALSE,04015,Until the End of Time,Until the End of Time,,"Calvin Wright deck only.
Direct damage and direct horror may be assigned to Until the End of Time.","Calvin Wright deck only.
Direct damage and direct horror may be assigned to Until the End of Time.",1,,,1,,2,FALSE,2,1,,Talent.,Talent.,,,"Unyielding, uncompromising,
he stood resolute in defiance of his fate.",Anthony Devine,FALSE,FALSE,FALSE,,,6b03c20d-c456-403b-9f91-495daed2107e,https://arkhamdb.com/card/04015,/bundles/cards/04015.png,,,,1,,,,,,1,{'investigator': {'04005': '04005'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,04005
tfa,The Forgotten Age,treachery,Treachery,neutral,Neutral,16,FALSE,FALSE,04016,Voice of the Messenger,Voice of the Messenger,,"<b>Revelation</b> - You must either (choose one):
 - Take 1 direct damage and suffer 1 physical trauma.
 - Take 1 direct horror and suffer 1 mental trauma.","<b>Revelation</b> - You must either (choose one):
 - Take 1 direct damage and suffer 1 physical trauma.
 - Take 1 direct horror and suffer 1 mental trauma.",1,,,,,,FALSE,,1,,Curse. Pact.,Curse. Pact.,,,,Anthony Devine,FALSE,FALSE,FALSE,,,57044336-db1f-4e8c-a547-8db0e2d777af,https://arkhamdb.com/card/04016,/bundles/cards/04016.png,,,,,,,weakness,Weakness,,,{'investigator': {'04005': '04005'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,04005
tic,The Innsmouth Conspiracy,investigator,Investigator,guardian,Guardian,1,FALSE,FALSE,07001,Sister Mary,Sister Mary,The Nun,"During setup, add 2 [bless] tokens to the chaos bag.
[reaction] When the round ends: Add 1 [bless] token to the chaos bag.
[elder_sign] effect: +1. If you succeed, add 1 [bless] token to the chaos bag.","During setup, add 2 [bless] tokens to the chaos bag.
[reaction] When the round ends: Add 1 [bless] token to the chaos bag.
[elder_sign] effect: +1. If you succeed, add 1 [bless] token to the chaos bag.",1,4,2,3,3,5,FALSE,9,1,,Believer. Blessed.,Believer. Blessed.,"{'size': 30, 'card': {'07006': {'07006': '07006'}, '07007': {'07007': '07007'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['guardian', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'faction': ['mystic'], 'level': {'min': 0, 'max': 2}}]","""The Lord watches over my path. I am armored in faith.""",Cristi Balanescu,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Guardian cards ([guardian]) level 0-5, Neutral cards level 0-5, Mystic cards ([mystic]) level 0-2.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Guardian Angel, Crisis of Faith, 1 random basic weakness.","The more Sister Mary learns of the strange and arcane forces that sometimes manifest in this world, the more certain she is that she has been set upon a path to ward off these forces and protect the innocent wherever possible. Armed only with the trappings of her church and an unshakable faith, Sister Mary seeks out every supernatural threat she hears of through her fellow priests and nuns. Other members of her church may dismiss such things as medieval nonsense, but Sister Mary knows the real evils that exist in the shadows - and she knows that if such evils are left unchecked, they will bring ruin and horror to all of creation.",5e4cded1-b7ce-45dd-8c23-aa4e6e49c0c1:9ad2d437-cd34-4dc3-b0a6-d7f7321d076f,https://arkhamdb.com/card/07001,/bundles/cards/07001.png,/bundles/cards/07001b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07001
tic,The Innsmouth Conspiracy,investigator,Investigator,seeker,Seeker,2,FALSE,FALSE,07002,Amanda Sharpe,Amanda Sharpe,The Student,"<b>Forced</b> - At the start of the investigation phase: Draw 1 card. Discard the card beneath Amanda Sharpe. Choose a card from your hand and place it beneath her.
<b>Forced</b> - At the start of a skill test you are performing: Commit the card beneath Amanda Sharpe, if able. Do not discard it when the test ends.
[elder_sign] effect: +0. For this test, you may double the number of skill icons on the card beneath Amanda Sharpe.","<b>Forced</b> - At the start of the investigation phase: Draw 1 card. Discard the card beneath Amanda Sharpe. Choose a card from your hand and place it beneath her.
<b>Forced</b> - At the start of a skill test you are performing: Commit the card beneath Amanda Sharpe, if able. Do not discard it when the test ends.
[elder_sign] effect: +0. For this test, you may double the number of skill icons on the card beneath Amanda Sharpe.",1,2,2,2,2,7,FALSE,7,1,,Miskatonic. Scholar.,Miskatonic. Scholar.,"{'size': 30, 'card': {'07008': {'07008': '07008'}, '07009': {'07009': '07009'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['seeker', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'trait': ['practiced'], 'type': ['skill'], 'level': {'min': 0, 'max': 3}}]",,Cristi Balanescu,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Seeker cards ([seeker]) level 0-5, Neutral cards level 0-5, [[Practiced]] skills level 0-3.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Obscure Studies, Whispers from the Deep, 1 random basic weakness.","Amanda Sharpe was on track to become one of Miskatonic University's most accomplished graduates. However, ever since she saw a strange painting of an enormous creature's emergence from the depths of the ocean, her classwork has suffered. Her dreams are overwhelmed by images of a vast submerged city and whispers in a language she does not understand. She remains dedicated to her studies, but her goal is no longer to graduate at the top of her class; rather, she seeks to discover the meaning behind the occult secrets concealed between the lines of reality.",2683e442-0f2f-415b-aa47-72837f65eda5:ba02bbf8-115b-44c7-badf-10f94f84349a,https://arkhamdb.com/card/07002,/bundles/cards/07002.png,/bundles/cards/07002b.png,,,,,,,,"{'date': '2020-10-15 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07002
tic,The Innsmouth Conspiracy,investigator,Investigator,rogue,Rogue,3,FALSE,FALSE,07003,Trish Scarborough,Trish Scarborough,The Spy,"[reaction] After you discover 1 or more clues at a location with an enemy: Either discover 1 additional clue at that location, or automatically evade that enemy. (Limit once per round.)
[elder_sign] effect: +2. If this is an investigation, you may choose any revealed location; you are now investigating as if you were at that location instead.","[reaction] After you discover 1 or more clues at a location with an enemy: Either discover 1 additional clue at that location, or automatically evade that enemy. (Limit once per round.)
[elder_sign] effect: +2. If this is an investigation, you may choose any revealed location; you are now investigating as if you were at that location instead.",1,2,4,2,4,8,FALSE,6,1,,Agency. Detective.,Agency. Detective.,"{'size': 30, 'card': {'07010': {'07010': '07010'}, '07011': {'07011': '07011'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['rogue', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'faction': ['seeker'], 'level': {'min': 0, 'max': 2}}]",,Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Rogue cards ([rogue]) level 0-5, Neutral cards level 0-5, Seeker cards ([seeker]) level 0-2.
<b>Deckbuilding Requirements</b> (do not count toward deck size): In the Shadows, Shadow Agents, 1 random basic weakness.","Trish had always excelled in both body and mind, her unwavering focus on excellence and her fearless disposition a winning combination. Given her stellar academic and athletic records, everyone expected to see her become something great. Instead, Trish took a job at a commercial code company. The initial shock of her humble work eventually wore off, and the exceptional Trish Scarborough faded into obscurity. This suited Trish just fine, as it made it harder for anyone to realize the truth: her job was a cover for her true work as a spy with the Black Chamber, the Bureau's code-breaking agency.",6c5337f6-ca5d-4120-846b-7f5770c50adc:e1ae45d6-b2a8-4540-8fa2-803f7f3a2bd3,https://arkhamdb.com/card/07003,/bundles/cards/07003.png,/bundles/cards/07003b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07003
tic,The Innsmouth Conspiracy,investigator,Investigator,mystic,Mystic,4,FALSE,FALSE,07004,Dexter Drake,Dexter Drake,The Magician,"[free] During your turn, discard an asset you control: Play an asset with a different title from your hand, reducing its cost by 1. (Limit once per round.)
[elder_sign] effect: +2. You may return an asset from your play area to your hand. Then, draw 1 card.","[free] During your turn, discard an asset you control: Play an asset with a different title from your hand, reducing its cost by 1. (Limit once per round.)
[elder_sign] effect: +2. You may return an asset from your play area to your hand. Then, draw 1 card.",1,5,2,3,2,6,FALSE,8,1,,Sorcerer. Veteran.,Sorcerer. Veteran.,"{'size': 30, 'card': {'07012': {'07012': '07012', '98017': '98017'}, '07013': {'07013': '07013', '98018': '98018'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['mystic', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'faction': ['rogue'], 'level': {'min': 0, 'max': 2}}]","""Do you want to see true magic?""",Tony Foti,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Mystic cards ([mystic]) level 0-5, Rogue cards ([rogue]) level 0-2, Neutral cards level 0-5.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Showmanship, Occult Scraps, 1 random basic weakness.","Dexter Drake returned from the Great War to become a successful magician, enthralling audiences with his elaborate illusions and cunning stage tricks. Despite his meteoric success, Dexter longed to discover true magic. He was intrigued by the burnt and torn scraps of occult writing he had found during the war - fragments of the infamous Necronomicon. Dexter used his wealth to search for the truth about this ancient lore, and what he found horrified him. He knows that he may well be the only person with the ability to stop evil from swallowing the entire world.",cf7500c7-27d4-4dbd-8c26-dd3869436409:995ae8b9-fb6b-4bdf-8574-bc8c42aa6f84,https://arkhamdb.com/card/07004,/bundles/cards/07004.png,/bundles/cards/07004b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07004
tic,The Innsmouth Conspiracy,investigator,Investigator,survivor,Survivor,5,FALSE,FALSE,07005,Silas Marsh,Silas Marsh,The Sailor,"[reaction] After you reveal a chaos token during a skill test you are performing: Return a skill you committed to this test to your hand. (Limit once per round.)
[elder_sign] effect: +0. You may commit a skill from your discard pile to this test. After this test ends, return that skill to your hand instead of discarding it.","[reaction] After you reveal a chaos token during a skill test you are performing: Return a skill you committed to this test to your hand. (Limit once per round.)
[elder_sign] effect: +0. You may commit a skill from your discard pile to this test. After this test ends, return that skill to your hand instead of discarding it.",1,2,2,4,4,9,FALSE,5,1,,Drifter.,Drifter.,"{'size': 30, 'card': {'07014': {'07014': '07014', '98014': '98014'}, '07015': {'07015': '07015', '98014': '98014'}, '07016': {'07016': '07016', '98015': '98015'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['survivor', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'trait': ['innate'], 'level': {'min': 0, 'max': 2}}]","""Leave your fears on the docks, lads.""",Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Survivor cards ([survivor]) level 0-5, Neutral cards level 0-5, [[Innate]] skills level 0-2.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Sea Change Harpoon, Silas's Net, Siren Call, 1 random basic weakness.","Silas Marsh has loved the sea ever since he was old enough to toddle through its briny shallows. Becoming a sailor was the easiest decision he ever made, and his sturdy frame and excellent sense for the weather have given him a good reputation aboard any vessel. There is only one thing troubling Silas: over and over again, he dreams of unsettling cities hidden beneath the waves and inhabited by bizarre creatures. These dreams call to him, stirring something deep within him that he thought he had left behind in his hometown of Innsmouth.",a9aa7920-5f38-47bf-98f9-ed5b843a3040:3e2782b4-0d25-4020-bdb4-22081c2b4382,https://arkhamdb.com/card/07005,/bundles/cards/07005.png,/bundles/cards/07005b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07005
tic,The Innsmouth Conspiracy,asset,Asset,neutral,Neutral,6,FALSE,FALSE,07006,Guardian Angel,Guardian Angel,,"Sister Mary deck only.
Guardian Angel may be assigned damage dealt to other investigators at your location and connecting locations.
[reaction] When any amount of damage is assigned to Guardian Angel: Add that many [bless] tokens to the chaos bag.","Sister Mary deck only.
Guardian Angel may be assigned damage dealt to other investigators at your location and connecting locations.
[reaction] When any amount of damage is assigned to Guardian Angel: Add that many [bless] tokens to the chaos bag.",1,1,,1,,3,FALSE,,1,,Ritual. Blessed.,Ritual. Blessed.,,,,Aleksander Karcz,FALSE,FALSE,FALSE,,,f7662786-e2df-48e9-b4da-f28b17f0b1c9,https://arkhamdb.com/card/07006,/bundles/cards/07006.png,,,,2,,,,,,1,{'investigator': {'07001': '07001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,07001
tic,The Innsmouth Conspiracy,treachery,Treachery,neutral,Neutral,7,FALSE,FALSE,07007,Crisis of Faith,Crisis of Faith,,"<b>Revelation</b> - For each [bless] token in the chaos bag, you must either replace it with a [curse] token or take 1 horror.","<b>Revelation</b> - For each [bless] token in the chaos bag, you must either replace it with a [curse] token or take 1 horror.",1,,,,,,FALSE,,1,,Madness.,Madness.,,,,Michele Frigo,FALSE,FALSE,FALSE,,,7120af41-c122-4cbc-bb13-7436aabf4b53,https://arkhamdb.com/card/07007,/bundles/cards/07007.png,,,,,,,weakness,Weakness,,,{'investigator': {'07001': '07001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,07001
tic,The Innsmouth Conspiracy,event,Event,neutral,Neutral,8,FALSE,FALSE,07008,Obscure Studies,Obscure Studies,,"Amanda Sharpe deck only.
Fast. Play when you initiate a skill test.
Return the card beneath Amanda Sharpe to your hand and place Obscure Studies beneath her.","Amanda Sharpe deck only.
Fast. Play when you initiate a skill test.
Return the card beneath Amanda Sharpe to your hand and place Obscure Studies beneath her.",1,,,,,,FALSE,,1,,Insight.,Insight.,,,,Guillaume Ducos,FALSE,FALSE,FALSE,,,ada62105-c085-4d16-a9f4-33806b15a29d,https://arkhamdb.com/card/07008,/bundles/cards/07008.png,,,,0,,,,,,3,{'investigator': {'07002': '07002'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,07002
tic,The Innsmouth Conspiracy,skill,Skill,neutral,Neutral,9,FALSE,FALSE,07009,Whispers from the Deep,Whispers from the Deep,,"This skill's icons subtract from your skill value instead of adding to it.
<b>Forced</b> - When choosing a card to place beneath Amanda Sharpe, if Whispers from the Deep is in your hand: You must choose it.","This skill's icons subtract from your skill value instead of adding to it.
<b>Forced</b> - When choosing a card to place beneath Amanda Sharpe, if Whispers from the Deep is in your hand: You must choose it.",1,,,,,,FALSE,,1,,Curse.,Curse.,,,,Borja Pindado,FALSE,FALSE,FALSE,,,1ada5bc4-2ba3-4b09-9000-d171b3eb439d,https://arkhamdb.com/card/07009,/bundles/cards/07009.png,,,,,,,weakness,Weakness,,1,{'investigator': {'07002': '07002'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,07002
tic,The Innsmouth Conspiracy,event,Event,neutral,Neutral,10,FALSE,FALSE,07010,In the Shadows,In the Shadows,,"Trish Scarborough deck only.
Fast. Play after your turn begins.
Disengage from each enemy engaged with you. Until the end of the round, enemies cannot engage you and you cannot deal damage to enemies.","Trish Scarborough deck only.
Fast. Play after your turn begins.
Disengage from each enemy engaged with you. Until the end of the round, enemies cannot engage you and you cannot deal damage to enemies.",1,,,,2,,FALSE,,1,,Tactic.,Tactic.,,,,Patrick McEvoy,FALSE,FALSE,FALSE,,,1272df91-0770-4710-88c3-819ea44cb07b,https://arkhamdb.com/card/07010,/bundles/cards/07010.png,,,,0,,,,,,2,{'investigator': {'07003': '07003'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,07003
tic,The Innsmouth Conspiracy,enemy,Enemy,neutral,Neutral,11,FALSE,FALSE,07011,Shadow Agents,Shadow Agents,,"<b>Prey</b> - Trish Scarborough only.
Hunter.
While Shadow Agents is engaged with you, you cannot discover clues except by investigating.
<b>Forced</b> - After Shadow Agents is evaded: Discard it.","<b>Prey</b> - Trish Scarborough only.
Hunter.
While Shadow Agents is engaged with you, you cannot discover clues except by investigating.
<b>Forced</b> - After Shadow Agents is evaded: Discard it.",1,,,,,3,FALSE,,1,,Humanoid. Cultist.,Humanoid. Cultist.,,,,Borja Pindado,FALSE,FALSE,FALSE,,,4c50363c-cbef-491b-a7a8-fd0f7e1a036e,https://arkhamdb.com/card/07011,/bundles/cards/07011.png,,,,,,,weakness,Weakness,,,{'investigator': {'07003': '07003'}},,,2,3,5,,,,,,,,,,,,,,,,,,,,,,,07003
tic,The Innsmouth Conspiracy,asset,Asset,neutral,Neutral,12,FALSE,FALSE,07012,Showmanship,Showmanship,,"Dexter Drake deck only.
[reaction] After an asset enters play under your control: Until the end of the round, you get +2 to each of your skills while resolving a triggered ability on that asset.","Dexter Drake deck only.
[reaction] After an asset enters play under your control: Until the end of the round, you get +2 to each of your skills while resolving a triggered ability on that asset.",1,,,1,1,,FALSE,,1,,Talent.,Talent.,,,,Anders Finér,FALSE,FALSE,FALSE,,,d20b770f-797e-4a38-a9f9-bd8a78c4417d,https://arkhamdb.com/card/07012,/bundles/cards/07012.png,,,,1,,,,,,1,{'investigator': {'07004': '07004'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,07004
tic,The Innsmouth Conspiracy,asset,Asset,neutral,Neutral,13,FALSE,FALSE,07013,Occult Scraps,Occult Scraps,,"Occult Scraps cannot be played using a play action.
While Occult Scraps is in your hand, you get -2 [willpower].
While Occult Scraps is in play, you get -1 [willpower].","Occult Scraps cannot be played using a play action.
While Occult Scraps is in your hand, you get -2 [willpower].
While Occult Scraps is in play, you get -1 [willpower].",1,,,,,,FALSE,,1,,Item.,Item.,,,,Robert Laskey,FALSE,FALSE,FALSE,,,fafd8e46-84b0-4c66-ab33-8cce2ed27199,https://arkhamdb.com/card/07013,/bundles/cards/07013.png,,,,0,,,weakness,Weakness,,,{'investigator': {'07004': '07004'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,07004
tic,The Innsmouth Conspiracy,asset,Asset,neutral,Neutral,14,FALSE,FALSE,07014,Sea Change Harpoon,Sea Change Harpoon,,"Silas Marsh deck only.
[action]: <b>Fight.</b> You get +1 [combat] for this attack. If you committed 1 or more skills to this skill test, this attack deals +1 damage. When this skill test ends, you may return Sea Change Harpoon to your hand to return all of your committed skill cards to your hand instead of discarding them.","Silas Marsh deck only.
[action]: <b>Fight.</b> You get +1 [combat] for this attack. If you committed 1 or more skills to this skill test, this attack deals +1 damage. When this skill test ends, you may return Sea Change Harpoon to your hand to return all of your committed skill cards to your hand instead of discarding them.",1,,,1,,,FALSE,,1,Hand,Item. Weapon. Melee.,Item. Weapon. Melee.,,,,Robert Laskey,TRUE,FALSE,FALSE,,,23c9be8e-e658-475a-aea3-7476b1b1f6f1,https://arkhamdb.com/card/07014,/bundles/cards/07014.png,,,,3,,Hand,,,,1,"{'investigator': {'07005': '07005', '98013': '98013'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,07005
