pack_code,pack_name,type_code,type_name,faction_code,faction_name,position,exceptional,myriad,code,name,real_name,subname,text,real_text,quantity,skill_willpower,skill_intellect,skill_combat,skill_agility,health,health_per_investigator,sanity,deck_limit,real_slot,traits,real_traits,deck_requirements,deck_options,flavor,illustrator,is_unique,permanent,double_sided,back_text,back_flavor,octgn_id,url,imagesrc,backimagesrc,duplicated_by,alternated_by,cost,xp,slot,subtype_code,subtype_name,errata_date,skill_wild,restrictions,tags,victory,enemy_damage,enemy_fight,enemy_evade,hidden,exile,linked_to_code,linked_to_name,linked_card,enemy_horror,faction2_code,faction2_name,bonded_cards,bonded_to,bonded_count,shroud,clues,alternate_of_code,alternate_of_name,duplicate_of_code,duplicate_of_name,faction3_code,faction3_name,customization_text,customization_change,customization_options
tdcp,The Drowned City Investigator Expansion,asset,Asset,neutral,Neutral,122,False,True,11122,Sacred Oath,Sacred Oath,Oath of Order,"[[Cultist]], [[Cursed]], [[Silver Twilight]] deck only. Fast. Myriad. Limit 1 Sacred Oath <i>(Oath of Order)</i> per deck.
Max 3 copies of Sacred Oath in play. Up to 3 Sacred Oath cards take up 1 arcane slot.
[reaction] When you draw a non-weakness [[Curse]] or [[Hex]] treachery, discard a copy of Sacred Oath from play: Cancel that treachery's revelation effect and discard it.","[[Cultist]], [[Cursed]], [[Silver Twilight]] deck only. Fast. Myriad. Limit 1 Sacred Oath <i>(Oath of Order)</i> per deck.
Max 3 copies of Sacred Oath in play. Up to 3 Sacred Oath cards take up 1 arcane slot.
[reaction] When you draw a non-weakness [[Curse]] or [[Hex]] treachery, discard a copy of Sacred Oath from play: Cancel that treachery's revelation effect and discard it.",1,1.0,,1.0,,,False,,1.0,Arcane,Pact.,Pact.,,,,Aleksander Karcz,False,False,False,,,220c196f-8193-44c7-89f9-b19b782bf2b9,https://arkhamdb.com/card/11122,/bundles/cards/11122.jpg,,,,1.0,5.0,Arcane,,,,1.0,"{'trait': ['cultist', 'cursed', 'silver twilight']}",,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,neutral,Neutral,123,False,True,11123,Sacred Oath,Sacred Oath,Oath of Wisdom,"[[Cultist]], [[Cursed]], [[Silver Twilight]] deck only. Fast. Myriad. Limit 1 Sacred Oath <i>(Oath of Wisdom)</i> per deck.
Max 3 copies of Sacred Oath in play. Up to 3 Sacred Oath cards take up 1 arcane slot.
[reaction] When you draw a non-weakness [[Omen]] or [[Power]] treachery, discard a copy of Sacred Oath from play: Cancel that treachery's revelation effect and discard it.","[[Cultist]], [[Cursed]], [[Silver Twilight]] deck only. Fast. Myriad. Limit 1 Sacred Oath <i>(Oath of Wisdom)</i> per deck.
Max 3 copies of Sacred Oath in play. Up to 3 Sacred Oath cards take up 1 arcane slot.
[reaction] When you draw a non-weakness [[Omen]] or [[Power]] treachery, discard a copy of Sacred Oath from play: Cancel that treachery's revelation effect and discard it.",1,1.0,1.0,,,,False,,1.0,Arcane,Pact.,Pact.,,,,Aleksander Karcz,False,False,False,,,2c59f5f3-10c1-45e2-b08c-5271d8da5670,https://arkhamdb.com/card/11123,/bundles/cards/11123.jpg,,,,1.0,5.0,Arcane,,,,1.0,"{'trait': ['cultist', 'cursed', 'silver twilight']}",,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,skill,Skill,neutral,Neutral,125,False,False,11125,Memories of Another Life,Memories of Another Life,,"[[Artist]], [[Believer]], [[Dreamer]], [[Sorcerer]] deck only.
If this skill test is successful, you may remove Memories of Another Life from the game to search your collection for any non-permanent level 0 card <i>(even if it does not meet your deckbuilding requirements)</i>. Play that card at no cost. At the end of the game, return that card to your collection.","[[Artist]], [[Believer]], [[Dreamer]], [[Sorcerer]] deck only.
If this skill test is successful, you may remove Memories of Another Life from the game to search your collection for any non-permanent level 0 card <i>(even if it does not meet your deckbuilding requirements)</i>. Play that card at no cost. At the end of the game, return that card to your collection.",2,,,,,,False,,2.0,,Innate.,Innate.,,,,Aleksander Karcz,False,False,False,,,84e39025-f51b-47b2-aab7-0550f5a73c17,https://arkhamdb.com/card/11125,/bundles/cards/11125.jpg,,,,,5.0,,,,,2.0,"{'trait': ['artist', 'believer', 'dreamer', 'sorcerer']}",,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,treachery,Treachery,neutral,Neutral,126,False,False,11126,Down and Out,Down and Out,,"<b>Revelation</b> - Put Down and Out into play in your threat area.
<b>Forced</b> - When your turn ends, if you did not take either a draw or resource action this round: Take 1 horror and shuffle Down and Out back into your deck.
[action] Either spend 3 resources or choose and discard 3 cards from your hand: Discard this card.","<b>Revelation</b> - Put Down and Out into play in your threat area.
<b>Forced</b> - When your turn ends, if you did not take either a draw or resource action this round: Take 1 horror and shuffle Down and Out back into your deck.
[action] Either spend 3 resources or choose and discard 3 cards from your hand: Discard this card.",1,,,,,,False,,1.0,,Hardship.,Hardship.,,,,Tiziano Baracchi,False,False,False,,,e248db73-e6bd-4f70-8173-c3b892df1f38,https://arkhamdb.com/card/11126,/bundles/cards/11126.jpg,,,,,,,basicweakness,Basic Weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,guardian,Guardian,20,False,False,11020,The Book of War,The Book of War,Sun Tzu's Legacy,"Uses (3 secrets).
[reaction] After you play a [[Tactic]] event, spend 1 secret and exhaust The Book of War: When your turn ends, return that event to your hand.","Uses (3 secrets).
[reaction] After you play a [[Tactic]] event, spend 1 secret and exhaust The Book of War: When your turn ends, return that event to your hand.",2,,1.0,,,,False,,2.0,Hand,Item. Tome.,Item. Tome.,,,"""Who wishes to fight must first count the cost.""",Pixoloid Studios,True,False,False,,,26017ca2-6e68-4c80-a31f-f7a57bd1381d,https://arkhamdb.com/card/11020,/bundles/cards/11020.jpg,,,,4.0,0.0,Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,guardian,Guardian,22,False,False,11022,Remington Model 1858,Remington Model 1858,,"Uses (2 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +1 [combat] for this attack. This attack deals +1 damage.
[reaction] When Remington Model 1858 leaves play: Immediately trigger the above [action] ability, ignoring all costs.","Uses (2 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +1 [combat] for this attack. This attack deals +1 damage.
[reaction] When Remington Model 1858 leaves play: Immediately trigger the above [action] ability, ignoring all costs.",2,,,,1.0,,False,,2.0,Hand,Item. Weapon. Firearm.,Item. Weapon. Firearm.,,,,Pixoloid Studios,False,False,False,,,c4ade6c3-65cc-4a96-9093-fc9f5be4b95d,https://arkhamdb.com/card/11022,/bundles/cards/11022.jpg,,,,3.0,0.0,Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,event,Event,guardian,Guardian,23,False,False,11023,Primed for Action,Primed for Action,,"Play only as your first action.
Play a [[Firearm]] asset from your hand, reducing its cost by 2. Then, you may play an [[Upgrade]] event from your hand, attaching it to that asset if able.","Play only as your first action.
Play a [[Firearm]] asset from your hand, reducing its cost by 2. Then, you may play an [[Upgrade]] event from your hand, attaching it to that asset if able.",2,,1.0,,1.0,,False,,2.0,,Tactic. Bold.,Tactic. Bold.,,,,Lin Hsiang,False,False,False,,,06a0e8d5-0b82-4c95-a89a-c4b21d6adb14,https://arkhamdb.com/card/11023,/bundles/cards/11023.jpg,,,,0.0,0.0,,,,,,,fa.,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,guardian,Guardian,27,False,False,11027,Alice Luxley,Alice Luxley,Fearless Flatfoot,"You get +1 [intellect].
The first investigate action you perform each turn does not provoke attacks of opportunity.
[reaction] After you discover a clue, exhaust Alice Luxley: Deal 1 damage to an enemy at your location.
<b>Card design inspired by the Council in Exile 2022.</b>","You get +1 [intellect].
The first investigate action you perform each turn does not provoke attacks of opportunity.
[reaction] After you discover a clue, exhaust Alice Luxley: Deal 1 damage to an enemy at your location.
<b>Card design inspired by the Council in Exile 2022.</b>",2,,2.0,,,2.0,False,3.0,2.0,Ally,Ally. Detective. Police.,Ally. Detective. Police.,,,,Andreia Ugrai,True,False,False,,,e3322527-e34f-4911-b5dd-a0d1c7a4a1c2,https://arkhamdb.com/card/11027,/bundles/cards/11027.jpg,,,,4.0,2.0,Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,guardian,Guardian,28,False,False,11028,Bulwark,Bulwark,,"Limit 1 per investigator. Seal ([elder_sign] or +1). You may resolve this keyword again after you defeat an enemy.
[reaction] When an enemy would attack an investigator at your location, exhaust Bulwark and release a token sealed here: Cancel that attack. Ready another asset you control.","Limit 1 per investigator. Seal ([elder_sign] or +1). You may resolve this keyword again after you defeat an enemy.
[reaction] When an enemy would attack an investigator at your location, exhaust Bulwark and release a token sealed here: Cancel that attack. Ready another asset you control.",2,1.0,,1.0,,,False,,2.0,Arcane,Ritual.,Ritual.,,,,Peter Polach,False,False,False,,,5d3376df-cf78-4660-9c39-7dc0dd38a06d,https://arkhamdb.com/card/11028,/bundles/cards/11028.jpg,,,,2.0,2.0,Arcane,,,,1.0,,se.,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,skill,Skill,guardian,Guardian,29,False,False,11029,Inspiring Presence,Inspiring Presence,,"If this skill test is successful, ready an [[Ally]] asset at your location and heal 1 damage and 1 horror from it.","If this skill test is successful, ready an [[Ally]] asset at your location and heal 1 damage and 1 horror from it.",2,1.0,1.0,1.0,,,False,,2.0,,Innate. Developed.,Innate. Developed.,,,"""Anderson's a hard-ass, sure. Always locking up the rum and waking us up at the crack of dawn. But out here in the middle of nowhere, he's definitely the one I want taking point.""",Christine Mitzuk,False,False,False,,,de131609-3723-461b-a276-bedd763bda07,https://arkhamdb.com/card/11029,/bundles/cards/11029.jpg,,,,,2.0,,,,,1.0,,hd.hh.,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,guardian,Guardian,32,False,False,11032,Remington Model 1858,Remington Model 1858,,"Uses (3 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +2 [combat] for this attack. This attack deals +1 damage.
[reaction] When Remington Model 1858 enters or leaves play: Immediately trigger the above [action] ability, ignoring all costs.","Uses (3 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +2 [combat] for this attack. This attack deals +1 damage.
[reaction] When Remington Model 1858 enters or leaves play: Immediately trigger the above [action] ability, ignoring all costs.",2,,,2.0,2.0,,False,,2.0,Hand,Item. Weapon. Firearm.,Item. Weapon. Firearm.,,,,Pixoloid Studios,False,False,False,,,e8b07aea-e10e-43fb-b63f-067b2cc19d1d,https://arkhamdb.com/card/11032,/bundles/cards/11032.jpg,,,,2.0,4.0,Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,seeker,Seeker,33,False,False,11033,Alton O'Connell,Alton O'Connell,Ghost Hunter,"You get +1 [agility].
[reaction] After you succeed at a skill test by exactly 3: Place 1 resource on Alton O'Connell, as evidence.
[fast] Exhaust Alton O'Connell and spend X evidence: Discover 1 clue at your location. X is the shroud value of your location.","You get +1 [agility].
[reaction] After you succeed at a skill test by exactly 3: Place 1 resource on Alton O'Connell, as evidence.
[fast] Exhaust Alton O'Connell and spend X evidence: Discover 1 clue at your location. X is the shroud value of your location.",2,,1.0,,1.0,2.0,False,1.0,2.0,Ally,Ally. Detective. Reporter.,Ally. Detective. Reporter.,,,,Alexandre Dainche,True,False,False,,,0166bf3e-0c36-4d1e-bb21-29aa88085da9,https://arkhamdb.com/card/11033,/bundles/cards/11033.jpg,,,,3.0,0.0,Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,seeker,Seeker,36,False,False,11036,Forensic Kit,Forensic Kit,,"Uses (4 supplies).
[action] Spend 1 supply: <b>Investigate.</b> For this investigation, you may use [agility] instead of [intellect], and you get +1 skill value. If you succeed and there is an exhausted enemy at your location, heal 1 horror.","Uses (4 supplies).
[action] Spend 1 supply: <b>Investigate.</b> For this investigation, you may use [agility] instead of [intellect], and you get +1 skill value. If you succeed and there is an exhausted enemy at your location, heal 1 horror.",2,,1.0,,1.0,,False,,2.0,Hand,Item. Tool. Science.,Item. Tool. Science.,,,,Pixoloid Studios,False,False,False,,,48fef357-ade5-4208-b320-556ca4dc5142,https://arkhamdb.com/card/11036,/bundles/cards/11036.jpg,,,,3.0,0.0,Hand,,,,,,hh.,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,seeker,Seeker,38,False,False,11038,Oculus Mortuum,Oculus Mortuum,,"Uses (0 evidence).
[reaction] After you seal, cancel, or ignore a chaos token, exhaust Oculus Mortuum: Place 1 evidence on it.
[reaction] When an enemy attacks an investigator at your location, spend 1 evidence and exhaust Oculus Mortuum: Discover 1 clue at your location. If that enemy has the [[Geist]] trait, deal 1 damage to it.","Uses (0 evidence).
[reaction] After you seal, cancel, or ignore a chaos token, exhaust Oculus Mortuum: Place 1 evidence on it.
[reaction] When an enemy attacks an investigator at your location, spend 1 evidence and exhaust Oculus Mortuum: Discover 1 clue at your location. If that enemy has the [[Geist]] trait, deal 1 damage to it.",2,,,,,,False,,2.0,Hand,Item. Tool. Occult.,Item. Tool. Occult.,,,,Rob Laskey,True,False,False,,,e3e55e03-ce1b-4dd2-aa3e-f0e29fd557af,https://arkhamdb.com/card/11038,/bundles/cards/11038.jpg,,,,3.0,0.0,Hand,,,,,,se.,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,seeker,Seeker,39,False,True,11039,Uncanny Specimen,Uncanny Specimen,,"Myriad. Fast.
Up to 3 Uncanny Specimen cards take up 1 arcane slot.
[reaction] When a [skull], [cultist], [tablet], or [elder_thing] symbol is revealed during a skill test at your location, discard Uncanny Specimen: Cancel that chaos token, return it to the chaos bag, and reveal a new one. If this test is successful, draw 1 card.","Myriad. Fast.
Up to 3 Uncanny Specimen cards take up 1 arcane slot.
[reaction] When a [skull], [cultist], [tablet], or [elder_thing] symbol is revealed during a skill test at your location, discard Uncanny Specimen: Cancel that chaos token, return it to the chaos bag, and reveal a new one. If this test is successful, draw 1 card.",3,,,,,,False,,3.0,Arcane,Creature. Science.,Creature. Science.,,,,Rob Laskey,False,False,False,,,6e86f2f2-645d-4c41-8897-0f2242a2d956,https://arkhamdb.com/card/11039,/bundles/cards/11039.jpg,,,,1.0,0.0,Arcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,seeker,Seeker,43,False,False,11043,Misdirection,Misdirection,,"Limit 1 per investigator. Seal (+1 or 0). You may resolve this keyword again after you discover the last clue at your location.
[reaction] When an enemy attacks an investigator at your location, exhaust Misdirection and release a token sealed here: Cancel that attack. Then, that investigator may move to a connecting location.","Limit 1 per investigator. Seal (+1 or 0). You may resolve this keyword again after you discover the last clue at your location.
[reaction] When an enemy attacks an investigator at your location, exhaust Misdirection and release a token sealed here: Cancel that attack. Then, that investigator may move to a connecting location.",2,,1.0,,1.0,,False,,2.0,Arcane,Ritual.,Ritual.,,,,Aleksander Karcz,False,False,False,,,de72ee5d-aff6-47ff-b083-ed057cbb8b2e,https://arkhamdb.com/card/11043,/bundles/cards/11043.jpg,,,,2.0,2.0,Arcane,,,,1.0,,se.,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,seeker,Seeker,49,False,False,11049,Antikythera,Antikythera,Prophetic Timepiece,"[reaction] After you succeed at a skill test, exhaust Antikythera: If you succeeded by...
-...exactly 1 or 3, discover 1 clue at your location.
-...exactly 2 or 4, draw 1 card and gain 1 resource.
-...exactly 5, you may take an additional action during your next turn.","[reaction] After you succeed at a skill test, exhaust Antikythera: If you succeeded by...
-...exactly 1 or 3, discover 1 clue at your location.
-...exactly 2 or 4, draw 1 card and gain 1 resource.
-...exactly 5, you may take an additional action during your next turn.",2,,1.0,,,,False,,2.0,Accessory,Item. Relic. Science.,Item. Relic. Science.,,,,Pixoloid Studios,True,False,False,,,950168cc-71c7-4adb-82c7-f15703dc82c5,https://arkhamdb.com/card/11049,/bundles/cards/11049.jpg,,,,3.0,5.0,Accessory,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,rogue,Rogue,51,False,False,11051,Robert Castaigne,Robert Castaigne,Has Your Back,"You get +1 [combat].
[action] Discard a [[Firearm]] asset that takes up 1 or fewer hand slots from your hand and exhaust Robert Castaigne: Resolve a <b>Fight</b> ability on the discarded asset, ignoring all costs. This does not provoke attacks of opportunity.","You get +1 [combat].
[action] Discard a [[Firearm]] asset that takes up 1 or fewer hand slots from your hand and exhaust Robert Castaigne: Resolve a <b>Fight</b> ability on the discarded asset, ignoring all costs. This does not provoke attacks of opportunity.",2,,,1.0,,2.0,False,2.0,2.0,Ally,Ally. Veteran.,Ally. Veteran.,,,,Rob Laskey,True,False,False,,,ce5fe203-9660-483a-a2e7-ea9cfd8cfafa,https://arkhamdb.com/card/11051,/bundles/cards/11051.jpg,,,,4.0,0.0,Ally,,,,,,fa.,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,rogue,Rogue,52,False,False,11052,String Along,String Along,,"[reaction] When you attempt to evade an enemy, exhaust String Along: For this evasion attempt, you get +1 skill value and that enemy gains alert. If you succeed, draw 1 card and do not disengage from that enemy.","[reaction] When you attempt to evade an enemy, exhaust String Along: For this evasion attempt, you get +1 skill value and that enemy gains alert. If you succeed, draw 1 card and do not disengage from that enemy.",2,,,,1.0,,False,,2.0,,Talent.,Talent.,,,,Drazenka Kimpel,False,False,False,,,abe275e1-1b28-44ea-871e-d595d3732c6f,https://arkhamdb.com/card/11052,/bundles/cards/11052.jpg,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,event,Event,rogue,Rogue,54,False,False,11054,"""You've had worse...""","""You've had worse...""",,"Fast. Play when an investigator at your location or a connecting location is dealt damage and/or horror.
That investigator may spend up to 3 resources. For each resource spent, that investigator cancels 1 damage or 1 horror just dealt.","Fast. Play when an investigator at your location or a connecting location is dealt damage and/or horror.
That investigator may spend up to 3 resources. For each resource spent, that investigator cancels 1 damage or 1 horror just dealt.",2,1.0,,,2.0,,False,,2.0,,Favor.,Favor.,,,,Lin Hsiang,False,False,False,,,394a9c90-6971-48db-9076-24d454cc4d0c,https://arkhamdb.com/card/11054,/bundles/cards/11054.jpg,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,event,Event,rogue,Rogue,56,False,False,11056,Intimidation,Intimidation,,"<b>Parley.</b> Choose an enemy at your location and test [combat] (X), where X is the chosen enemy's remaining health. If you succeed, shuffle that enemy into the encounter deck (or deal 2 damage to it instead if it is [[Elite]]).","<b>Parley.</b> Choose an enemy at your location and test [combat] (X), where X is the chosen enemy's remaining health. If you succeed, shuffle that enemy into the encounter deck (or deal 2 damage to it instead if it is [[Elite]]).",2,1.0,,1.0,,,False,,2.0,,Tactic.,Tactic.,,,"""You're in the wrong neighborhood, kid.""",Tiziano Baracchi,False,False,False,,,427be947-9ee9-44ab-a8bf-c472b3a7ed11,https://arkhamdb.com/card/11056,/bundles/cards/11056.jpg,,,,3.0,0.0,,,,,,,pa.,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,skill,Skill,rogue,Rogue,57,False,False,11057,Crack Shot,Crack Shot,,Commit only to a skill test from an ability printed on a [[Firearm]] or [[Ranged]] asset you control.,Commit only to a skill test from an ability printed on a [[Firearm]] or [[Ranged]] asset you control.,2,,,,,,False,,2.0,,Practiced.,Practiced.,,,,Borja Pindado,False,False,False,,,1cb56f1b-0af8-4e60-80f2-a49654158169,https://arkhamdb.com/card/11057,/bundles/cards/11057.jpg,,,,,0.0,,,,,3.0,,fa.,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,skill,Skill,rogue,Rogue,61,False,False,11061,"""Watch this!""","""Watch this!""",,"Commit only to a skill test you are performing. As an additional cost to commit ""Watch this!"" to a skill test, spend up to 3 resources.
If you succeed by 1 or more, gain twice that many resources.","Commit only to a skill test you are performing. As an additional cost to commit ""Watch this!"" to a skill test, spend up to 3 resources.
If you succeed by 1 or more, gain twice that many resources.",2,,,,,,False,,2.0,,Gambit.,Gambit.,,,"""You're still a show-off.""",Andreia Ugrai,False,False,False,,,12bd1839-1827-445f-835e-2390369fc294,https://arkhamdb.com/card/11061,/bundles/cards/11061.jpg,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,rogue,Rogue,62,False,False,11062,Robert Castaigne,Robert Castaigne,Still Has Your Back,"You get +1 [combat].
[fast] Exhaust Robert Castaigne: <b>Fight.</b> Reveal a [[Firearm]] asset that takes up 1 or fewer hand slots from your hand. Resolve a <b>Fight</b> ability on the revealed asset, ignoring all costs. Then, you may either discard the revealed asset to draw 1 card, or play that asset <i>(paying its cost)</i>.","You get +1 [combat].
[fast] Exhaust Robert Castaigne: <b>Fight.</b> Reveal a [[Firearm]] asset that takes up 1 or fewer hand slots from your hand. Resolve a <b>Fight</b> ability on the revealed asset, ignoring all costs. Then, you may either discard the revealed asset to draw 1 card, or play that asset <i>(paying its cost)</i>.",2,,,1.0,1.0,2.0,False,2.0,2.0,Ally,Ally. Veteran.,Ally. Veteran.,,,,Rob Laskey,True,False,False,,,9d85c9c0-5e95-40fe-a800-55636a55173e,https://arkhamdb.com/card/11062,/bundles/cards/11062.jpg,,,,3.0,4.0,Ally,,,,1.0,,fa.,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,event,Event,rogue,Rogue,63,False,False,11063,"""You've had worse...""","""You've had worse...""",,"Fast. Play when an investigator at your location or a connecting location is dealt damage and/or horror.
That investigator may give you up to 5 resources. For each resource given by this effect, that investigator cancels 1 damage or 1 horror just dealt.","Fast. Play when an investigator at your location or a connecting location is dealt damage and/or horror.
That investigator may give you up to 5 resources. For each resource given by this effect, that investigator cancels 1 damage or 1 horror just dealt.",2,1.0,,,2.0,,False,,2.0,,Favor.,Favor.,,,,Lin Hsiang,False,False,False,,,a69644b7-944b-4c97-9987-49fb317c1514,https://arkhamdb.com/card/11063,/bundles/cards/11063.jpg,,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,mystic,Mystic,66,False,False,11066,Breath of the Sleeper,Breath of the Sleeper,,"Uses (9 charges).
[action]: <b>Fight.</b> Use your [willpower] instead of your [combat] for this test. Before revealing chaos tokens for this test, you may spend up to 3 charges to reveal that many additional chaos tokens. Choose 1 of the revealed tokens to resolve and ignore the rest. If you succeed and the chosen token matches an ignored token, this attack deals +2 damage.","Uses (9 charges).
[action]: <b>Fight.</b> Use your [willpower] instead of your [combat] for this test. Before revealing chaos tokens for this test, you may spend up to 3 charges to reveal that many additional chaos tokens. Choose 1 of the revealed tokens to resolve and ignore the rest. If you succeed and the chosen token matches an ignored token, this attack deals +2 damage.",2,,,1.0,,,False,,2.0,Arcane,Spell.,Spell.,,,,Billy Norrby,False,False,False,,,1046cc6b-cc8b-4213-9f24-d7a7527a889f,https://arkhamdb.com/card/11066,/bundles/cards/11066.jpg,,,,3.0,0.0,Arcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,mystic,Mystic,67,False,False,11067,Eyes of the Dreamer,Eyes of the Dreamer,,"Uses (9 charges).
[action]: <b>Investigate.</b> Use your [willpower] instead of your [intellect] for this test. Before revealing chaos tokens for this test, you may spend up to 3 charges to reveal that many additional chaos tokens. Choose 1 of the revealed tokens to resolve and ignore the rest. If you succeed and the chosen token matches an ignored token, discover 1 additional clue at your location.","Uses (9 charges).
[action]: <b>Investigate.</b> Use your [willpower] instead of your [intellect] for this test. Before revealing chaos tokens for this test, you may spend up to 3 charges to reveal that many additional chaos tokens. Choose 1 of the revealed tokens to resolve and ignore the rest. If you succeed and the chosen token matches an ignored token, discover 1 additional clue at your location.",2,,1.0,,,,False,,2.0,Arcane,Spell.,Spell.,,,,Romana Kendelic,False,False,False,,,85f6c56a-fce2-43cf-b383-86134c90f00d,https://arkhamdb.com/card/11067,/bundles/cards/11067.jpg,,,,3.0,0.0,Arcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,mystic,Mystic,69,False,False,11069,Katarina Sojka,Katarina Sojka,Emissary from Ulthar,"[reaction] When you would reveal chaos tokens during a skill test you are performing, exhaust Katarina Sojka: Reveal tokens from the chaos bag until a token with a symbol is revealed. Resolve that token and ignore the rest.","[reaction] When you would reveal chaos tokens during a skill test you are performing, exhaust Katarina Sojka: Reveal tokens from the chaos bag until a token with a symbol is revealed. Resolve that token and ignore the rest.",2,1.0,,,,1.0,False,2.0,2.0,Ally,Ally. Clairvoyant. Dreamer.,Ally. Clairvoyant. Dreamer.,,,,Daniel Watson,True,False,False,,,8f93923b-c689-4c08-8573-1a332cc38fca,https://arkhamdb.com/card/11069,/bundles/cards/11069.jpg,,,,2.0,0.0,Ally,,,"{'date': '2025-07-11 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdcp,The Drowned City Investigator Expansion,asset,Asset,mystic,Mystic,70,False,False,11070,Sign of Xelotaph,Sign of Xelotaph,Symbol of Protection,"Myriad. Seal ([skull], [cultist], [tablet], or [elder_thing]). Uses (3 charges).
<b>Forced</b> - When your turn begins: You must spend 1 charge or discard Sign of Xelotaph.
[fast] Discard a copy of Sign of Xelotaph from your hand: Replenish all charges on this copy of Sign of Xelotaph.","Myriad. Seal ([skull], [cultist], [tablet], or [elder_thing]). Uses (3 charges).
<b>Forced</b> - When your turn begins: You must spend 1 charge or discard Sign of Xelotaph.
[fast] Discard a copy of Sign of Xelotaph from your hand: Replenish all charges on this copy of Sign of Xelotaph.",3,1.0,,,,,False,,3.0,Arcane,Ritual.,Ritual.,,,,Roberto Campus,False,False,False,,,6d267465-f0f0-401d-94c0-ea85700c47da,https://arkhamdb.com/card/11070,/bundles/cards/11070.jpg,,,,3.0,0.0,Arcane,,,,,,se.,,,,,,,,,,,,,,,,,,,,,,,,,,
